10000;20000;30000;40000;50000;60000;70000;80000;90000;100000
291;125;166;959;333;333;291;125;167;166
125;125;167;167;125;250;125;167;167;167
125;125;125;125;125;125;125;125;125;125
125;125;125;83;125;125;834;791;416;125
167;167;167;125;125;125;166;125;125;125
167;709;375;375;333;583;125;166;125;125
125;125;125;125;125;125;125;125;125;167
83;167;125;167;125;125;125;167;125;125
875;291;709;292;167;125;125;125;167;125
167;166;125;125;125;166;166;166;84;125
125;84;125;125;125;125;167;125;167;125
125;1166;375;292;125;250;125;125;83;167
125;84;125;167;166;166;125;125;125;166
166;166;125;125;125;167;125;125;125;125
125;125;125;167;125;125;125;250;167;166
125;125;166;125;83;125;125;125;125;125
750;583;375;208;125;125;125;500;375;166
83;125;125;83;833;667;292;584;292;459
417;84;125;167;167;125;125;166;166;125
167;125;125;167;125;125;125;125;250;1708
875;375;417;750;709;583;167;83;833;250
167;125;125;750;292;167;125;166;125;125
791;375;250;166;167;208;125;125;125;166
125;125;125;125;166;917;83;167;125;166
125;250;167;125;166;125;167;125;125;83
209;167;875;416;625;1083;750;250;167;209
1292;375;541;208;125;167;125;125;125;125
125;166;1250;333;166;292;166;125;167;125
125;209;125;166;125;125;125;125;125;833
208;125;125;125;125;166;125;125;167;125
250;125;125;125;875;625;834;750;125;167
334;125;125;167;166;125;83;167;125;125
125;167;166;83;125;125;167;83;166;125
166;833;209;125;125;167;125;84;125;125
334;125;125;167;125;167;167;166;83;291
208;167;125;83;167;125;125;125;208;125
166;167;167;833;709;125;125;167;125;125
125;125;917;417;125;125;708;208;125;667
1000;167;208;125;125;125;291;583;125;125
208;125;166;167;167;125;166;167;125;167
125;125;83;83;125;166;167;125;167;84
125;167;125;84;167;125;125;84;375;125
291;334;208;708;875;416;167;125;125;125
125;167;167;833;375;334;166;209;125;167
167;208;83;125;167;792;542;500;333;208
125;125;125;125;167;916;667;208;167;125
166;125;125;167;125;125;125;125;84;83
875;833;500;500;542;250;125;125;125;167
125;166;750;459;500;917;375;125;125;166
125;125;125;167;792;625;334;250;125;166
125;84;84;166;167;125;958;625;250;125
125;83;792;833;583;667;458;292;125;166
208;125;125;292;125;125;167;125;167;167
167;167;167;125;875;708;667;292;750;625
125;166;125;167;125;167;125;167;125;125
167;125;125;167;125;83;125;125;125;166
167;125;125;167;125;125;166;125;125;125
167;125;125;84;125;125;125;125;125;167
125;167;125;125;167;209;167;125;125;167
250;125;125;125;125;125;125;333;166;125
125;125;125;125;125;167;125;167;84;750
750;291;125;125;167;125;125;125;83;917
208;125;167;125;125;125;125;167;166;125
916;292;125;167;125;333;125;167;167;167
209;167;166;166;292;167;166;125;125;166
84;167;125;125;125;167;167;209;125;84
708;125;125;125;125;125;125;125;167;125
167;125;125;83;167;208;83;83;125;125
125;83;166;83;125;125;166;125;125;125
166;125;83;125;125;125;84;167;83;166
167;167;125;125;250;167;125;167;125;167
125;125;125;125;125;167;125;166;166;125
167;125;166;125;125;125;83;84;125;125
167;125;125;125;208;125;125;125;167;125
83;167;125;125;83;125;83;125;166;83
125;125;83;83;125;167;167;125;125;125
125;125;125;125;125;125;83;125;209;167
125;125;125;125;125;166;125;166;125;84
125;125;125;125;125;125;125;125;166;84
125;125;125;125;125;125;125;125;83;125
166;166;125;125;125;167;125;125;167;84
167;125;125;125;125;84;125;125;125;125
166;83;125;125;125;125;125;125;125;125
125;125;125;125;125;125;125;125;125;167
125;125;125;125;125;83;125;166;125;166
167;125;83;167;83;125;125;125;83;83
83;125;125;125;125;125;125;125;125;125
125;125;125;125;125;583;167;125;125;125
167;250;208;167;125;167;125;166;125;84
166;125;84;125;125;125;125;125;83;125
84;84;83;125;125;125;125;125;125;125
125;167;83;125;125;125;125;125;125;125
125;125;167;83;83;125;84;125;125;125
250;125;125;125;125;125;125;83;125;167
125;125;125;125;125;125;83;125;167;125
83;125;125;125;125;125;84;125;125;125
125;125;84;125;125;125;83;125;125;125
167;125;125;125;125;125;125;1208;83;125
125;125;166;125;125;125;83;125;125;208
167;167;83;166;125;125;167;125;208;125
