10000;20000;30000;40000;50000;60000;70000;80000;90000;100000
333;125;84;125;83;41;83;83;84;84
42;83;83;458;292;208;125;375;83;209
375;208;84;83;84;84;83;83;42;84
167;125;83;83;1000;375;125;83;42;1792
208;84;42;83;84;83;83;41;83;42
166;84;83;83;1250;1542;291;167;83;83
83;84;42;125;792;250;167;167;83;41
83;83;84;83;41;42;42;125;42;1000
166;83;84;84;83;42;84;583;250;83
834;250;375;84;84;83;208;166;83;84
875;292;167;1041;208;959;542;333;875;416
84;83;84;417;375;84;83;83;84;167
83;2500;625;917;625;125;125;83;125;166
125;125;83;1875;83;41;83;83;1125;459
166;167;83;41;84;292;84;42;208;125
41;84;1125;208;84;125;334;83;125;125
1041;291;84;42;500;166;125;125;167;83
41;83;83;42;83;83;42;417;83;83
83;83;125;84;42;84;42;375;84;166
250;83;83;83;42;84;83;542;209;1000
42;125;42;42;42;41;84;125;125;83
917;167;583;416;166;166;792;292;292;83
83;1291;584;584;1375;84;167;167;125;83
83;83;41;84;83;42;42;84;41;83
42;83;83;84;83;375;125;208;84;84
84;84;83;250;125;83;84;84;1125;250
333;292;41;83;83;41;83;375;125;83
125;125;41;250;42;83;83;166;125;83
125;83;42;83;41;84;83;42;84;83
42;41;1125;541;209;250;125;83;83;84
84;83;84;42;42;83;42;83;83;666
208;375;334;125;84;42;42;42;83;125
83;125;83;83;83;42;84;83;84;41
167;83;42;42;83;84;125;42;83;83
42;83;83;84;1542;250;500;125;42;84
83;84;84;84;83;83;42;42;41;83
875;584;792;291;84;84;83;42;84;84
83;83;84;42;42;84;83;83;83;41
83;1125;250;542;250;542;250;84;83;84
83;84;83;83;42;41;42;83;84;84
208;333;83;84;291;42;83;166;84;42
125;83;84;84;84;83;83;709;333;83
750;291;84;83;42;83;84;83;42;83
83;42;41;83;1000;375;500;667;500;209
125;42;83;84;84;83;41;83;84;42
42;83;500;250;166;84;83;125;83;42
84;83;42;83;42;83;208;125;208;333
834;83;83;83;83;84;84;83;83;84
84;125;83;42;42;375;84;84;84;83
334;84;83;83;83;42;84;125;84;84
84;250;83;83;125;917;500;291;83;83
83;83;83;42;83;1083;250;84;166;84
83;83;83;84;84;41;83;42;84;125
83;83;375;83;84;41;83;167;83;83
250;83;83;84;83;84;83;83;83;42
83;167;84;83;84;83;208;84;83;84
417;83;125;83;83;84;83;83;375;84
83;84;83;83;42;84;83;83;42;792
125;125;83;83;42;83;250;166;84;83
208;84;875;791;125;84;83;83;84;84
84;125;83;83;209;84;125;250;166;125
125;84;1125;83;83;83;83;83;125;83
84;791;292;83;84;125;42;83;42;42
83;41;83;84;83;84;83;83;83;83
667;166;500;500;125;84;84;542;292;250
125;83;2333;416;250;83;542;292;416;83
125;125;83;125;84;84;42;42;42;83
542;125;84;166;84;83;83;42;83;83
83;208;125;84;42;1375;125;41;84;83
291;41;84;83;42;83;83;83;459;167
84;83;83;41;83;42;42;84;84;1542
1083;250;83;83;83;83;42;42;84;84
83;84;3167;83;1125;541;208;166;83;792
1167;875;250;292;625;292;83;125;83;83
42;125;1167;875;208;42;83;83;42;84
208;83;42;83;83;42;83;167;83;83
417;84;83;84;84;125;83;83;83;83
875;625;167;84;83;83;83;83;125;83
1042;250;84;83;42;83;42;209;84;83
83;84;42;83;167;125;1333;750;291;125
167;83;83;125;125;83;84;83;42;84
84;1083;1250;125;83;83;42;83;84;84
167;41;84;42;84;42;83;333;334;83
42;83;83;84;42;83;834;792;625;250
125;125;125;83;125;83;83;84;83;41
83;83;83;84;125;84;791;750;875;625
83;83;125;83;83;125;84;166;1083;292
167;583;209;167;542;2125;750;166;42;83
458;125;125;125;83;84;83;41;83;625
167;125;83;42;42;42;83;83;84;83
84;83;84;84;84;41;42;208;292;666
84;84;84;125;83;83;42;166;83;83
83;750;291;84;83;83;83;125;42;42
83;833;209;250;208;125;958;1042;125;83
84;83;84;42;83;708;375;209;125;83
84;125;125;83;84;42;125;42;83;83
83;125;84;125;84;41;83;334;42;83
875;250;84;83;41;84;83;84;42;41
208;834;208;416;458;417;166;542;125;83
83;84;84;42;84;83;83;84;41;1584
