10000;20000;30000;40000;50000;60000;70000;80000;90000;100000
1625;1250;1875;2708;3708;4458;5167;6167;6959;7500
709;1250;1833;2750;4000;4750;6500;6083;6541;9458
625;1250;1834;2625;3792;4833;5459;6959;7042;7875
1375;1417;2041;4250;4167;5000;5709;6416;7083;7917
708;1791;2250;3000;4125;4792;5542;6375;7125;7916
750;1375;2041;5792;4125;4791;5333;6583;7083;7833
708;1375;2042;13667;13750;15709;5875;6375;7125;7875
709;1333;2000;4000;7167;7666;5250;6416;7416;7875
750;1417;1959;2875;4083;4750;5625;6416;7000;7958
750;1458;2000;3833;4000;6583;5209;69709;22791;25375
3666;5916;7708;10167;13125;39417;5333;6291;7042;7833
708;1333;2000;6292;24667;6375;5500;6291;7042;7708
709;1291;1959;3000;4000;4792;5208;6292;7208;7750
5167;1375;66709;10542;57375;15750;7667;6458;7000;7916
750;1375;2041;2916;3958;6291;5459;167125;22375;8958
750;1333;2000;2833;4000;4708;212708;20250;27833;24542
2542;5250;23958;3042;3958;4709;5209;6250;7209;7709
1084;1333;2000;2916;4000;4750;19792;27958;22750;34375
1083;1375;1917;3333;4000;4750;5292;6292;8917;7833
708;1375;2125;3000;4084;4708;6458;6417;6959;7750
709;1334;2000;2917;4000;4625;5291;6333;7000;7750
3625;4833;8125;10208;7583;5167;5958;6250;6917;7791
2209;1375;2042;3042;3959;4791;5208;6250;7000;7750
708;1333;1959;2875;4000;4750;5291;6375;43000;9125
3791;8458;8291;11208;12708;15084;8000;6292;7083;7791
708;1333;1834;2791;3958;4750;135000;10166;7042;7833
708;1375;63291;3291;3959;4791;5375;6208;6959;7708
2167;1375;2000;2833;5625;4791;102583;19583;29541;7792
709;1333;2000;2875;4000;4750;5458;6459;6917;7750
750;1375;1958;2917;71000;9166;163709;20083;16833;7625
709;1416;109208;3041;4375;4958;6000;6333;7041;7792
875;31500;7917;10583;12667;15250;15083;6334;6958;7708
792;1375;1958;3166;3959;4708;64167;11000;7500;8125
3709;1458;2000;3083;4041;6167;5291;6250;6958;10083
792;1375;2041;2875;3958;152459;10375;6375;6917;7750
709;1291;2000;3000;3958;4709;9916;7292;7042;7750
791;1375;2125;2834;4000;4708;5334;6208;7000;7750
708;1292;1958;2875;4125;4709;5292;174792;22083;24000
2083;1375;2000;2834;3958;4709;5125;6250;6958;7708
709;1333;2000;3459;4042;4750;5625;6291;7041;7750
750;1333;2000;2833;3958;4750;5333;6167;6958;7666
1584;5917;1958;2875;3958;4709;5417;6333;7042;7875
709;1292;1958;2875;4042;4708;5291;6375;7042;7708
667;1292;1959;2917;4042;4708;5333;6250;6917;7708
4250;5167;2084;2833;3958;4750;5292;6208;7000;7709
709;1333;2375;3000;3958;4708;6083;6208;6917;7709
750;1334;1958;2917;3916;4750;5333;6291;7209;7667
3333;4833;1958;2833;100583;10291;5500;6209;9375;8042
708;2083;1958;11500;14709;15125;5541;6250;6958;7750
709;1333;2000;2834;4000;4792;5209;6208;6958;7709
750;1375;1959;2833;3959;4834;15750;7375;8375;7708
792;1417;1958;12042;5667;4709;5167;6209;7000;7709
708;1291;1959;2875;4084;4833;5208;6209;6917;7666
709;1292;2000;2875;4125;4708;5625;6375;7125;213333
833;1375;2000;2917;3959;4709;5208;6250;7084;8000
708;1291;2000;2833;3917;4750;5208;6250;7000;7625
708;1333;2459;2958;108666;15208;18334;20583;67166;25292
2875;1375;1958;2875;3958;4708;5166;6167;6959;7750
3959;5167;7875;3958;4333;4708;5334;7041;7083;7792
666;1334;1958;2916;3916;4750;5250;6250;7000;7708
708;1291;1958;2833;3958;4708;5333;6209;6917;7750
875;1334;2000;2833;4000;4709;5375;6209;7042;7708
708;1334;1958;2875;3958;4708;5375;6209;6959;7750
709;1375;2000;3083;3959;4750;5167;6250;7000;7708
750;1334;1958;2916;4208;4708;5167;6250;6958;7708
750;1292;2000;2750;3959;150041;10791;6333;6875;7750
709;1334;2000;2791;3916;4709;5416;6416;6959;7709
750;1333;1917;2875;3959;4708;5417;6250;11208;7708
709;1333;2042;2875;3959;4750;5125;6375;7042;7750
3583;5334;6125;2792;3916;4666;5125;6209;6917;7667
666;1334;2000;2791;3959;4667;5208;6375;7125;7667
666;1333;2000;2834;3958;4708;5042;6208;6958;7709
750;1375;1959;2833;4042;4750;5708;6209;6916;7750
708;1333;2000;2875;3958;4750;5167;6250;6916;7667
667;1375;1958;2792;3959;4791;5208;6333;6958;7708
709;1333;1958;2917;129792;15792;17250;20000;22666;24875
3209;6041;8041;8250;4000;4750;5167;6208;7000;7750
667;1333;1917;3416;3958;4709;6125;6292;7208;8583
750;1417;1958;2875;4000;4750;5208;6208;6958;7708
708;1334;1958;2875;3959;4792;6959;6208;7000;7708
709;1292;2042;2875;3958;4708;5167;6250;6917;7708
709;1333;1958;2875;3958;4750;5250;6208;6917;7792
708;1333;2000;3541;8084;4750;6542;6250;6958;7875
708;1292;1958;2959;4042;4833;12000;6666;6958;7792
708;1334;2000;2917;3958;4667;5375;6333;6959;7750
709;1292;1959;3000;3959;4750;5125;6291;6958;7750
708;1333;1959;2708;3917;4792;5541;6250;6917;7792
1084;1292;2000;3166;4000;4792;114125;19500;90083;24500
3041;5042;8958;3000;4042;4792;5292;6250;6917;7750
708;1291;1959;2834;3916;4833;5250;6208;6958;7667
708;1375;1958;2875;3916;4750;5083;6250;6958;7708
750;1375;1959;2875;3959;4750;140042;20791;22500;24250
1083;1292;1958;3750;3959;6416;5250;6291;7000;7667
666;1333;1958;2917;3958;4708;5500;6208;6917;7750
20584;1667;2000;2917;3917;4917;5167;6209;6917;9584
750;1333;1958;2917;4000;4750;5333;6208;6959;7708
750;1333;1958;2792;4083;4750;5625;6250;577000;51708
20209;7791;7917;9250;5167;4750;6625;7041;6917;7666
708;1334;2000;3000;3916;4667;5417;6208;6958;7750
750;1375;1958;2875;4000;4708;5333;6417;7208;7833
