10000;20000;30000;40000;50000;60000;70000;80000;90000;100000
39792;10666;16583;14000;16292;23250;27334;24375;28041;12833
18792;18041;12791;9750;27708;34125;37750;42709;45125;25916
11917;45292;17500;35792;25166;37000;60375;46083;30209;51958
26625;27250;42458;35500;22333;23708;23917;193333;34042;34958
26583;30958;31167;43042;15792;20250;53833;32208;50500;36042
49292;66625;37209;56542;94458;38958;69084;54708;55959;114334
208916;32417;46208;17292;54959;148167;36583;49875;38292;26125
13750;34709;15667;57416;66375;50667;70500;30916;39833;63750
36416;31375;54541;23958;36542;67542;51833;116791;85709;37959
70875;14250;71958;31125;67166;83500;45167;26291;67209;114084
76750;96042;80208;14833;20958;37042;260667;141917;74209;124875
68000;54625;12709;17875;42125;20667;114625;47000;99958;46625
80125;101458;107875;16667;17833;47625;143500;48875;106583;62166
80584;474875;396542;84291;127750;37750;126292;55458;77333;125750
71292;37584;277334;55875;114375;125625;30291;52542;60833;305167
40375;17584;56042;44834;44125;96709;44541;49167;131000;158500
92625;121041;16750;118625;69250;57625;140791;88959;17750;216000
30000;504625;145250;119625;167167;82208;20416;32167;24667;81583
64083;137375;25833;94875;106250;49209;192333;125209;30875;78167
162625;82459;112500;155833;74292;17625;90250;135875;87792;122542
164875;107084;122292;118625;131833;154875;68000;189375;82375;121167
216542;96333;143083;156000;31500;176208;116416;192417;27125;90750
131500;181042;123208;111792;179708;114584;205917;113375;117500;20208
69458;139250;53459;112166;116167;140333;28667;173000;51000;178875
43250;105416;126667;35833;46083;63958;28250;76000;60500;164500
84250;74209;185292;174375;12750;172250;99875;180459;165417;112833
38500;207084;336125;521375;80291;331458;434541;229208;191417;194833
136041;61375;76666;183000;52667;162416;260166;123458;28750;137459
98625;135000;178083;179417;148208;136291;210458;216834;147166;181625
88083;359542;38750;91416;140083;170375;116000;290334;224625;209209
134958;13291;57084;261042;33625;182792;315750;65250;214584;468042
254292;312625;67833;185834;26542;199583;100166;232875;26167;180166
160125;180292;51792;129583;21708;297834;197125;79542;224375;223542
48084;113708;170750;159166;273416;54083;74500;104959;43584;547625
161458;128791;149959;184958;105291;121500;153667;175708;295833;215708
346000;263458;72291;106334;64625;17709;178959;176958;269834;307958
40791;190292;232375;74458;37791;121666;344875;60166;266083;93750
303959;331833;286500;178167;213333;49792;34583;21792;259833;278416
159292;272583;121042;63625;275167;140750;265834;353208;320167;117167
73167;78542;253667;163166;277375;43875;41583;208750;294958;124375
201834;151208;101458;110083;64250;23042;83792;76875;329917;56792
379583;209666;81334;191833;270458;225834;214625;661791;161084;262667
175208;235250;128250;353167;262542;155375;191917;139209;94584;153708
126625;727167;367833;295958;87000;108458;171375;47708;134917;63583
42958;397583;46709;79125;176709;399500;314750;258541;274875;16167
95917;69833;232209;356583;231042;220708;181167;82625;395375;331667
287584;836667;257375;127250;153459;91042;220250;340292;187708;217750
78125;122833;388292;387916;94875;232208;194208;123958;134125;241416
471417;306917;389583;264333;58625;157875;122625;266042;187125;174292
374458;800041;205208;18208;267417;177125;28958;76250;60333;376083
380000;185666;67500;27333;166500;10750;332542;400666;457875;477500
452208;177833;264333;290375;330666;194250;142209;25000;196542;407292
174542;381958;123625;134167;1076792;95416;937750;106125;266250;339458
149125;1363125;167917;28917;345375;266667;183000;99375;135083;921875
111792;408750;217166;513125;75625;42000;501875;146625;248125;147625
662291;354209;442416;90792;432750;295958;302958;147209;121375;546583
410250;336250;537250;466875;70292;378834;86125;179250;22958;809042
232541;343500;1042958;324791;283000;498916;512583;70791;325334;538625
109875;298625;310792;270042;460708;364042;299375;82292;239542;41000
163083;342875;401375;447875;233166;422625;117792;44042;508250;203292
167042;408834;514792;184667;471125;190209;286291;477167;234542;688375
816500;282292;184208;30250;312500;293333;524500;527125;133375;256917
403750;254042;339792;75625;153375;307292;558542;283083;56458;320209
523833;322458;436917;355833;539709;452875;585958;85667;238959;284667
279625;91625;687584;74250;469875;505375;305458;175834;275750;940166
1070750;120875;50000;433000;106584;210334;489666;498458;469209;185209
258417;782833;506417;232042;76000;72875;601750;281834;447708;253958
173667;641792;299541;407125;93500;372292;435041;372167;434958;273583
320000;53000;434542;262292;361708;437167;410041;496708;350083;165833
169791;369417;147708;46250;567833;551583;146625;964167;391042;30667
442708;140084;553000;618167;498708;184958;28000;171958;495667;349250
675917;557958;144125;65750;422209;657208;30583;344625;468084;314833
579833;629292;1067750;180875;345000;441875;226292;104500;406375;192417
804542;471125;1148750;510916;394000;84666;730333;134917;466500;169250
132916;595666;518584;585959;455583;754209;1308833;276583;218375;320959
428125;92750;577792;480083;155417;482916;386167;300750;446666;770417
958125;406708;82208;324833;25000;219750;113459;586584;698125;399500
529333;543833;609875;538500;582000;592458;965375;539416;568000;339875
939542;94166;361833;576083;342833;464000;753791;98250;378792;393417
560458;673833;513375;455709;438875;726833;195959;79333;156375;260625
34875;519167;47125;81333;287708;327917;160458;107542;512583;625333
214416;551334;412000;713041;22417;35709;206250;579208;281791;529750
40334;761416;542000;509792;105833;755875;251833;509042;28250;724458
518208;164208;651708;391833;164459;348625;742583;323584;118583;435584
637875;162042;384458;520417;470000;103292;424125;604791;158917;607125
184667;213500;1321542;808917;315167;727458;40833;278459;792667;659875
83583;513166;137292;401333;66291;256500;1036250;602792;679208;879750
93584;211542;860542;468750;539792;304750;169334;843041;454333;617916
778083;189916;754375;284291;26375;181375;262542;277708;337084;84583
1034000;335375;51375;1542667;35083;769292;240166;606541;648709;128250
341209;566041;338334;758542;724459;472375;194375;422375;33750;296167
304083;718334;423042;575917;416917;694209;1307375;534959;743375;436042
177000;105250;779916;232792;373791;475625;62834;280500;402750;125625
60792;555041;594666;227375;353292;699625;302083;870250;235625;1036875
866666;908375;269166;232750;830000;217791;120625;367166;143333;108500
658375;758334;603084;545500;74375;558542;165084;576292;344084;191084
316167;90333;368292;317959;253917;112667;736458;383167;346625;547542
120125;402250;22875;764875;794042;351541;803417;73625;784083;443250
807166;70083;382417;779583;375250;608125;782958;352500;551625;396709
132666;1002334;312458;60291;582542;851625;361625;1519125;509000;358250
